orden,desde,desde_mes,desde_anio,desde_mes_nombre,vence,estado,situacion_actual,sujeto_obligado,ministerio_orbita,provincia,ingreso,motivo_del_reclamo,resumen,sintesis_de_resolucion,resultado_intimacion,n_expediente,informe_de_cierre
849,04/11/2020,11,2020,Noviembre,21/12/2020,Cerrado,Finalizado,Ministerio del Interior,Ministerio del Interior,Buenos Aires,TAD,Denegatoria injustificada,No corresponde,SIP en plazo de respuesta,NA,EX-2020-75092480-   -APN-DNAIP#AAIP,NA
850,04/11/2020,11,2020,Noviembre,21/12/2020,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-75362811-   -APN-DNAIP#AAIP,NA
851,04/11/2020,11,2020,Noviembre,21/12/2020,Cerrado,Finalizado,Ministerio de Desarrollo Productivo (no vigente),Ministerio de Desarrollo Productivo (no vigente),Ciudad Autónoma de Buenos Aires,E-MAIL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-75323010-   -APN-DNAIP#AAIP,NA
852,04/11/2020,11,2020,Noviembre,21/12/2020,Cerrado,Finalizado,Superintendencia de Riesgos del Trabajo,"Ministerio de Trabajo, Empleo y Seguridad Social",Buenos Aires,E-MAIL,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2020-75507437-   -APN-DNAIP#AAIP,NA
853,06/11/2020,11,2020,Noviembre,23/12/2020,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2020-75785452-   -APN-DNAIP#AAIP,NA
855,08/11/2020,11,2020,Noviembre,23/12/2020,Cerrado,Finalizado,Ministerio de Cultura,Ministerio de Cultura,Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2020-76295645-   -APN-DNAIP#AAIP,NA
858,11/11/2020,11,2020,Noviembre,30/12/2020,Cerrado,Finalizado,AFIP,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-78289981-   -APN-DNAIP#AAIP,NA
859,11/11/2020,11,2020,Noviembre,30/12/2020,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Santa Fe,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-77441704- -APN-DNAIP#AAIP,NA
861,12/11/2020,11,2020,Noviembre,04/01/2021,Cerrado,Finalizado,Ministerio de Cultura,Ministerio de Cultura,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2020-77787463- -APN-DNAIP#AAIP,NA
862,12/11/2020,11,2020,Noviembre,04/01/2021,Cerrado,Finalizado,AFIP,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Desistimiento,Desistimiento,NA,EX-2020-78309378-   -APN-DNAIP#AAIP,NA
863,12/11/2020,11,2020,Noviembre,04/01/2021,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Santa Fe,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-77753694-   -APN-DNAIP#AAIP,NA
864,13/11/2020,11,2020,Noviembre,05/01/2021,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-78335764-   -APN-DNAIP#AAIP,NA
865,13/11/2020,11,2020,Noviembre,05/01/2021,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-78335038-   -APN-DNAIP#AAIP,NA
866,13/11/2020,11,2020,Noviembre,05/01/2021,Cerrado,Finalizado,Ministerio del Interior,Ministerio del Interior,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-78334074-   -APN-DNAIP#AAIP,NA
869,14/11/2020,11,2020,Noviembre,05/01/2021,Cerrado,Finalizado,Ministerio de Desarrollo Productivo (no vigente),Ministerio de Desarrollo Productivo (no vigente),Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-78479872-   -APN-DNAIP#AAIP,NA
870,15/11/2020,11,2020,Noviembre,05/01/2021,Cerrado,Finalizado,ARN,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-78579541-   -APN-DNAIP#AAIP,NA
872,17/11/2020,11,2020,Noviembre,07/01/2021,Cerrado,Finalizado,AFIP,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Desistimiento,Desistimiento,NA,EX-2020-80164139-   -APN-DNAIP#AAIP,NA
873,17/11/2020,11,2020,Noviembre,07/01/2021,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-79445605-   -APN-DNAIP#AAIP,NA
874,17/11/2020,11,2020,Noviembre,07/01/2021,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Buenos Aires,TAD,Silencio,No corresponde,SIP en plazo de respuesta,NA,EX-2020-79163986-   -APN-DNAIP#AAIP,NA
880,24/11/2020,11,2020,Noviembre,13/01/2021,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2020-81171185-   -APN-DNAIP#AAIP,NA
884,26/11/2020,11,2020,Noviembre,15/01/2021,Cerrado,Finalizado,Ministerio de Desarrollo Territorial y Hábitat,Ministerio de Desarrollo Territorial y Hábitat,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Rechazo,NA,EX-2020-81939185-   -APN-DNAIP#AAIP,NA
885,26/11/2020,11,2020,Noviembre,15/01/2021,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-82146865-   -APN-DNAIP#AAIP,NA
889,30/11/2020,11,2020,Noviembre,19/01/2021,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-82898429-   -APN-DNAIP#AAIP,NA
890,01/12/2020,12,2020,Diciembre,20/01/2021,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-83553757-   -APN-DNAIP#AAIP,NA
891,01/12/2020,12,2020,Diciembre,20/01/2021,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Santa Fe,TAD,Silencio,No corresponde,SIP en plazo de respuesta,NA,EX-2020-83507428- -APN-DNAIP#AAIP,NA
892,02/12/2020,12,2020,Diciembre,21/01/2021,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,Silencio,No corresponde,SIP en plazo de respuesta,NA,EX-2020-83662081-   -APN-DNAIP#AAIP,NA
893,02/12/2020,12,2020,Diciembre,21/01/2021,Cerrado,Finalizado,INSSJP,Ministerio de Salud,Catamarca,E-MAIL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-85196022-   -APN-DNAIP#AAIP,NA
896,09/12/2020,12,2020,Diciembre,26/01/2021,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-85259790-   -APN-DNAIP#AAIP,NA
897,10/12/2020,12,2020,Diciembre,27/01/2021,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,E-MAIL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-85995746- -APN-DNAIP#AAIP,NA
898,14/12/2020,12,2020,Diciembre,29/01/2021,Cerrado,Finalizado,Dirección Nacional de Migraciones,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-86816105- -APN-DNAIP#AAIP,NA
899,18/12/2020,12,2020,Diciembre,04/02/2021,Cerrado,Finalizado,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto","Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-88106656-   -APN-DNAIP#AAIP,NA
900,21/12/2020,12,2020,Diciembre,05/02/2021,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-89263173-   -APN-DNAIP#AAIP,NA
902,21/12/2020,12,2020,Diciembre,05/02/2021,Cerrado,Finalizado,INAI,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,E-MAIL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-90645282-   -APN-DNAIP#AAIP,NA
903,21/12/2020,12,2020,Diciembre,05/02/2021,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-89010059-   -APN-DNAIP#AAIP,NA
904,27/12/2020,12,2020,Diciembre,09/02/2021,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Buenos Aires,TAD,No aplica,Archivo,SIP en plazo de respuesta,NA,EX-2020-90473849-   -APN-DNAIP#AAIP,NA
905,27/12/2020,12,2020,Diciembre,09/02/2021,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,No aplica,No corresponde,SIP en plazo de respuesta,NA,EX-2020-90472626-   -APN-DNAIP#AAIP,NA
906,27/12/2020,12,2020,Diciembre,09/02/2021,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,No aplica,No corresponde,SIP en plazo de respuesta,NA,EX-2020-90472030-   -APN-DNAIP#AAIP,NA
907,28/12/2020,12,2020,Diciembre,10/02/2021,Cerrado,Finalizado,AABE,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-90650492-   -APN-DNAIP#AAIP,NA
908,28/12/2020,12,2020,Diciembre,10/02/2021,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,TAD,Silencio,No corresponde,Otra jurisdicción,NA,EX-2020-90663991-   -APN-DNAIP#AAIP,NA
909,29/12/2020,12,2020,Diciembre,11/02/2021,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,E-MAIL,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-00694863-   -APN-DNAIP#AAIP,NA
910,29/12/2020,12,2020,Diciembre,11/02/2021,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-90977197-   -APN-DNAIP#AAIP,NA
912,04/01/2021,1,2021,Enero,17/02/2021,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,E-MAIL,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Incumplimiento,EX-2021-01962340-   -APN-DNAIP#AAIP,NA
913,04/01/2021,1,2021,Enero,17/02/2021,Cerrado,Finalizado,SIGEN,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2020-91560963-   -APN-DNAIP#AAIP,NA
914,04/01/2021,1,2021,Enero,17/02/2021,Cerrado,Finalizado,Ministerio de Cultura,Ministerio de Cultura,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2020-91792697-   -APN-DNAIP#AAIP,NA
915,05/01/2021,1,2021,Enero,18/02/2021,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,NA,EX-2021-00761759-   -APN-DNAIP#AAIP,NA
918,05/01/2021,1,2021,Enero,18/02/2021,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-00915672-   -APN-DNAIP#AAIP,NA
919,05/01/2021,1,2021,Enero,18/02/2021,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-00914116-   -APN-DNAIP#AAIP,NA
1064,07/01/2021,1,2021,Enero,22/02/2021,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2021-40620067-   -APN-DNAIP#AAIP,IF-2021-67613727-APN-DNAIP#AAIP
921,08/01/2021,1,2021,Enero,23/02/2021,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-02117016-   -APN-DNAIP#AAIP,NA
922,12/01/2021,1,2021,Enero,25/02/2021,Cerrado,Finalizado,BCRA,Ministerio de Economía,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-03002721-   -APN-DNAIP#AAIP,NA
923,12/01/2021,1,2021,Enero,25/02/2021,Cerrado,Finalizado,Dirección Nacional de Migraciones,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-03015525-   -APN-DNAIP#AAIP,NA
926,12/01/2021,1,2021,Enero,25/02/2021,Cerrado,Finalizado,AYSA,Ministerio de Obras Públicas,Ciudad Autónoma de Buenos Aires,E-MAIL,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-02856849-   -APN-DNAIP#AAIP,NA
927,18/01/2021,1,2021,Enero,03/03/2021,Cerrado,Finalizado,INSSJP,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,E-MAIL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-04680154-   -APN-DNAIP#AAIP,NA
928,18/01/2021,1,2021,Enero,03/03/2021,Cerrado,Finalizado,Dirección Nacional de Migraciones,Ministerio de Interior,Buenos Aires,TAD,Silencio,No corresponde,SIP en plazo de respuesta,NA,EX-2021-04587938-   -APN-DNAIP#AAIP,NA
929,18/01/2021,1,2021,Enero,03/03/2021,Cerrado,Finalizado,ANMAT,Ministerio de Salud,Buenos Aires,TAD,Denegatoria injustificada,Desistimiento,Desistimiento,NA,EX-2021-04751135-   -APN-DNAIP#AAIP,NA
930,19/01/2021,1,2021,Enero,04/03/2021,Cerrado,Finalizado,UNNE,Universidad,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-05019300-   -APN-DNAIP#AAIP,NA
931,19/01/2021,1,2021,Enero,04/03/2021,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-05017714-   -APN-DNAIP#AAIP,NA
932,19/01/2021,1,2021,Enero,04/03/2021,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-05016182-   -APN-DNAIP#AAIP,NA
933,19/01/2021,1,2021,Enero,04/03/2021,Cerrado,Finalizado,Hospital Nacional Profesor Alejandro Posadas,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-04983463-   -APN-DNAIP#AAIP,NA
934,19/01/2021,1,2021,Enero,04/03/2021,Cerrado,Finalizado,Fundación Miguel Lillo,Ministerio de Educación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-04980585-   -APN-DNAIP#AAIP,NA
935,19/01/2021,1,2021,Enero,04/03/2021,Cerrado,Finalizado,SENASA,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Desistimiento,Desistimiento,NA,EX-2021-05022301-   -APN-DNAIP#AAIP,NA
936,21/01/2021,1,2021,Enero,08/03/2021,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Cumplimiento,EX-2021-05639069- -APN-DNAIP#AAIP,IF-2021-126878579-APN-DNAIP%25AAIP 30/12 Se notificó al SO por NO-2021-126965346-APN-DNAIP#AAIP y a la reclamante por TAD
938,25/01/2021,1,2021,Enero,10/03/2021,Cerrado,Finalizado,"Ministerio de Trabajo, Empleo y Seguridad Social","Ministerio de Trabajo, Empleo y Seguridad Social",Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-06845071-   -APN-DNAIP#AAIP,NA
939,25/01/2021,1,2021,Enero,10/03/2021,Cerrado,Finalizado,Secretaría de Comunicación y Prensa,Presidencia de la Nación,Buenos Aires,TAD,Silencio,No corresponde,SIP en plazo de respuesta,NA,EX-2021-06844320-   -APN-DNAIP#AAIP,NA
940,26/01/2021,1,2021,Enero,11/03/2021,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-07153854-   -APN-DNAIP#AAIP,NA
941,27/01/2021,1,2021,Enero,12/03/2021,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-07535200-   -APN-DNAIP#AAIP,NA
942,27/01/2021,1,2021,Enero,12/03/2021,Cerrado,Finalizado,AYSA,Ministerio de Obras Públicas,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-07483193- -APN-DNAIP#AAIP,NA
943,03/02/2021,2,2021,Febrero,19/03/2021,Cerrado,Finalizado,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-09743349-   -APN-DNAIP#AAIP,NA
945,11/02/2021,2,2021,Febrero,30/03/2021,Cerrado,Finalizado,Ministerio de Desarrollo Productivo (no vigente),Ministerio de Desarrollo Productivo (no vigente),Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-12183992-   -APN-DNAIP#AAIP,NA
946,12/02/2021,2,2021,Febrero,31/03/2021,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-12819511-   -APN-DNAIP#AAIP,NA
947,15/02/2021,2,2021,Febrero,31/03/2021,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-13226462-   -APN-DNAIP#AAIP,NA
948,17/02/2021,2,2021,Febrero,05/04/2021,Cerrado,Finalizado,AFIP,Ministerio de Economía,Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Incumplimiento,EX-2021-13376269-   -APN-DNAIP#AAIP,NA
949,17/02/2021,2,2021,Febrero,05/04/2021,Cerrado,Finalizado,INADI,Ministerio de justicia y Derechos Humanos,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-13375774-   -APN-DNAIP#AAIP,NA
951,19/02/2021,2,2021,Febrero,07/04/2021,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-14464734-   -APN-DNAIP#AAIP,NA
952,22/02/2021,2,2021,Febrero,08/04/2021,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Incumplimiento,EX-2021-15464636-   -APN-DNAIP#AAIP,NA
953,22/02/2021,2,2021,Febrero,08/04/2021,Cerrado,Finalizado,Administración de Parques Nacionales,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,TAD,Silencio,No corresponde,SIP en plazo de respuesta,NA,EX-2021-15313921-   -APN-DNAIP#AAIP,NA
954,22/02/2021,2,2021,Febrero,08/04/2021,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-15315472-   -APN-DNAIP#AAIP,NA
955,22/02/2021,2,2021,Febrero,08/04/2021,Cerrado,Finalizado,Secretaría de Comunicación y Prensa,Presidencia de la Nación,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2021-15473866-   -APN-DNAIP#AAIP,NA
957,24/02/2021,2,2021,Febrero,12/04/2021,Cerrado,Finalizado,Ministerio de Cultura,Ministerio de Cultura,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-16375376-   -APN-DNAIP#AAIP,NA
958,24/02/2021,2,2021,Febrero,12/04/2021,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por reclamo duplicado,NA,EX-2021-16375841-   -APN-DNAIP#AAIP,NA
959,24/02/2021,2,2021,Febrero,12/04/2021,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Buenos Aires,TAD,Silencio,Archivo,Archivo por reclamo duplicado,NA,EX-2021-16049443-   -APN-DNAIP#AAIP,NA
961,26/02/2021,2,2021,Febrero,14/04/2021,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-17007496- -APN-DNAIP#AAIP,NA
962,28/02/2021,2,2021,Febrero,14/04/2021,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,Incumplimiento,EX-2021-17430439-   -APN-DNAIP#AAIP,NA
964,01/03/2021,3,2021,Marzo,15/04/2021,Cerrado,Finalizado,INTA,Ministerio de Economía,Buenos Aires,TAD,Silencio,Rechazo,Rechazo,NA,EX-2021-17849457-   -APN-DNAIP#AAIP,NA
966,01/03/2021,3,2021,Marzo,15/04/2021,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Buenos Aires,TAD,Denegatoria injustificada,No corresponde,Otra jurisdicción,NA,EX-2021-17835088-   -APN-DNAIP#AAIP,NA
967,04/03/2021,3,2021,Marzo,20/04/2021,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2021-19054283-   -APN-DNAIP#AAIP,NA
968,04/03/2021,3,2021,Marzo,20/04/2021,Cerrado,Finalizado,AYSA,Ministerio de Obras Públicas,Ciudad Autónoma de Buenos Aires,E-MAIL,Silencio,Rechazo,Rechazo,NA,EX-2021-20596042-   -APN-DNAIP#AAIP,NA
